device_id,device_type,petal_id,bus_id,can_id,petal_loc,device_loc,fvc_id,slit_id,slitblock_id,blockfiber_id,spectro_id,obs_x,obs_y,obs_x_px,obs_y_px,matched_00,fvc_x_00,fvc_y_00,err_px_00,matched_01,fvc_x_01,fvc_y_01,err_px_01,matched_02,fvc_x_02,fvc_y_02,err_px_02,matched_10,fvc_x_10,fvc_y_10,err_px_10,matched_11,fvc_x_11,fvc_y_11,err_px_11,matched_12,fvc_x_12,fvc_y_12,err_px_12,matched_20,fvc_x_20,fvc_y_20,err_px_20,matched_21,fvc_x_21,fvc_y_21,err_px_21,matched_22,fvc_x_22,fvc_y_22,err_px_22,matched_30,fvc_x_30,fvc_y_30,err_px_30,matched_31,fvc_x_31,fvc_y_31,err_px_31,matched_32,fvc_x_32,fvc_y_32,err_px_32,matched_40,fvc_x_40,fvc_y_40,err_px_40,matched_41,fvc_x_41,fvc_y_41,err_px_41,matched_42,fvc_x_42,fvc_y_42,err_px_42,matched_50,fvc_x_50,fvc_y_50,err_px_50,matched_51,fvc_x_51,fvc_y_51,err_px_51,matched_52,fvc_x_52,fvc_y_52,err_px_52,matched_60,fvc_x_60,fvc_y_60,err_px_60,matched_61,fvc_x_61,fvc_y_61,err_px_61,matched_62,fvc_x_62,fvc_y_62,err_px_62,matched_70,fvc_x_70,fvc_y_70,err_px_70,matched_71,fvc_x_71,fvc_y_71,err_px_71,matched_72,fvc_x_72,fvc_y_72,err_px_72,matched_80,fvc_x_80,fvc_y_80,err_px_80,matched_81,fvc_x_81,fvc_y_81,err_px_81,matched_82,fvc_x_82,fvc_y_82,err_px_82,matched_90,fvc_x_90,fvc_y_90,err_px_90,matched_91,fvc_x_91,fvc_y_91,err_px_91,matched_92,fvc_x_92,fvc_y_92,err_px_92
M03052,POS,5.0,22.0,3052.0,1.0,328.0,5328.0,3.0,B18,F02,,229.7018067222929,-214.7033608582745,1555.5357180167778,1688.0103732314533,True,1547.618,1698.25,12.943732651455168,True,1547.621,1698.24,0.010440306508946789,,,,,True,1547.639,1698.223,12.909527526216449,True,1558.295,1698.431,10.658029836700768,True,1554.3770000000002,1689.881,9.40495741617145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03055,POS,2.0,14.0,3055.0,7.0,454.0,2454.0,0.0,B13,F01,,-361.94731445964,66.56327593600055,5277.008690251136,3457.177518667443,True,5275.365,3456.191,1.9170124472452932,True,5275.406999999999,3456.1690000000003,0.04741307836380045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5270.677,3456.239,6.400868591485854,True,5280.418000000001,3459.595,4.179426869436181,True,5280.23,3449.138,8.66087160176693,,,,,,,,,,,,,,,,,,,,,,,,
M03056,POS,3.0,15.0,3056.0,3.0,315.0,3315.0,2.0,B10,F01,,340.8007691105556,36.437432208189726,856.7232445946051,3267.6859616195134,True,871.395,3251.113,22.134214770748052,True,871.433,3251.113,0.038000000000010914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,863.997,3258.6440000000002,11.604507211694028,True,864.041,3258.6659999999997,0.049193495504848944,True,871.3910000000001,3251.0809999999997,10.561947026945406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03057,POS,7.0,12.0,3057.0,8.0,220.0,7220.0,5.0,B16,F14,,-227.7218205118234,-130.39131689339763,4432.7303333193695,2218.3331297705286,True,4432.567,2206.4539999999997,11.880252601619238,True,4432.545,2206.428,0.03405877273168831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4428.68,2205.952,13.02680215527415,True,4421.16,2210.097,8.586700472242317,True,4428.162,2217.949,4.584454711027841,,,,,,,,,,,,
M03058,POS,5.0,22.0,3058.0,1.0,323.0,5323.0,3.0,B13,F15,,195.31412685288362,-253.8746161342156,1771.8342243953623,1441.6231775457838,True,1769.8239999999998,1446.1570000000002,4.959490716400861,True,1769.835,1446.13,0.029154759474340364,,,,,True,1769.846,1446.129,4.924984490862015,True,1773.5279999999998,1455.6129999999998,10.173661091268817,True,1779.283,1450.75,7.534506884992513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03059,POS,5.0,11.0,3059.0,1.0,26.0,5026.0,3.0,B16,F08,,41.75390888953576,-111.03020908674772,2737.72799538482,2340.114497874357,True,2745.877,2335.638,9.297596971118084,True,2745.9040000000005,2335.629,0.028460498941992842,,,,,True,2745.8559999999998,2335.592,9.301475476930682,True,2740.3340000000003,2345.419,5.9100763832028,True,2749.998,2346.055,9.684905368664957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03060,POS,5.0,13.0,3060.0,1.0,84.0,5084.0,3.0,B05,F23,,93.63178914928444,-151.0137171397416,2411.416128551001,2088.618232221025,True,2413.334,2093.9339999999997,5.651160763495349,True,2413.3379999999997,2093.931,0.004999999999745342,,,,,True,2413.325,2093.907,5.622708851499161,True,2402.252,2094.779,11.10728198075464,True,2406.768,2104.143,10.396093112318747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03061,POS,2.0,14.0,3061.0,7.0,495.0,2495.0,0.0,B13,F12,,-381.81619569680976,47.39777758660628,5401.983953232933,3336.6265340497534,True,5396.871999999999,3336.409,5.116579611274119,True,5396.918000000001,3336.382,0.05333854141342326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5392.161,3336.495,9.823833845431176,True,5399.746999999999,3329.542,7.429305651839263,True,5395.11,3323.9709999999995,7.248297041374716,,,,,,,,,,,,,,,,,,,,,,,,
M03062,POS,5.0,10.0,3062.0,1.0,9.0,5009.0,3.0,B08,F09,,34.57770007222902,-61.97673446368431,2782.8663488456796,2648.6608532534256,True,2786.8459999999995,2648.888,3.9861283163691152,True,2786.866,2648.8979999999997,0.022360679775282614,,,,,True,2786.842,2648.884,3.981908659343774,True,2782.8909999999996,2638.35,11.250580296144994,True,2775.627,2645.485,7.905328304171539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03063,POS,3.0,14.0,3063.0,3.0,509.0,3509.0,2.0,B14,F05,,356.49880116718083,163.02391809678278,757.9826229584328,4063.9149578587635,True,765.4580000000001,4050.929,14.98387010832551,True,765.515,4050.941,0.05824946351668911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,772.191,4045.8379999999997,22.992485372026575,True,774.442,4056.0759999999996,10.482540007078265,True,765.4069999999999,4050.877,10.42405036442157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03064,POS,2.0,11.0,3064.0,7.0,37.0,2037.0,0.0,B19,F06,,-112.4665175645064,11.725177300266324,3707.7744777807457,3112.245878248675,True,3715.8540000000003,3109.5609999999997,8.513944473723061,True,3715.8179999999998,3109.545,0.0393954312074995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3711.592,3109.614,4.636837177468111,True,3711.9509999999996,3120.8540000000003,9.56781573472016,True,3712.2309999999998,3121.4509999999996,0.6594004852889279,,,,,,,,,,,,,,,,,,,,,,,,
M03065,POS,9.0,15.0,3065.0,9.0,342.0,9342.0,8.0,B00,F10,,-196.847650054081,-269.98237963728457,4238.53180114017,1340.30534511148,True,4236.659000000001,1344.797,4.866451247899729,True,4236.638,1344.809,0.024186773245423596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4235.804,1344.951,5.387300660213852,True,4224.598,1342.035,11.579183563619786,True,4227.26,1352.874,11.16110052817374
M03066,POS,5.0,15.0,3066.0,1.0,223.0,5223.0,3.0,B06,F02,,103.11912828693859,-290.88357314140563,2351.7407653751566,1208.8368379705582,True,2361.482,1207.586,9.821214163474806,True,2361.487,1207.546,0.040311288741470185,,,,,True,2361.467,1207.5610000000001,9.809556692563783,True,2366.4179999999997,1216.729,10.419434965486072,True,2372.688,1209.286,9.731965320530342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03067,POS,6.0,23.0,3067.0,2.0,210.0,6210.0,6.0,B19,F00,,245.60754937659365,-136.96546663384592,1455.488596721226,2176.981727903109,True,1453.5529999999999,2173.475,4.005455686144252,True,1453.59,2173.4629999999997,0.03889730067763907,,,,,,,,,,,,,,,,,True,1453.704,2173.151,4.226021974040127,True,1463.1570000000002,2167.135,11.204975011127837,True,1455.991,2160.3979999999997,9.835584629294264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03068,POS,5.0,17.0,3068.0,1.0,356.0,5356.0,3.0,B01,F23,,152.99161436098265,-325.37784521553704,2038.0428279694192,991.8678666242718,True,2044.261,983.1039999999999,10.745744348807206,True,2044.28,983.062,0.04609772228639045,,,,,True,2044.26,983.076,10.768014988697717,True,2034.514,986.179,6.694462660028043,True,2039.787,993.084,8.6881271859936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03069,POS,2.0,23.0,3069.0,7.0,227.0,2227.0,0.0,B13,F21,,-258.71755373882297,126.13375675202079,4627.693495317197,3831.875843000211,True,4626.103,3837.54,5.883226144921253,True,4626.108,3837.55,0.011180339887742991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4621.58,3837.486,8.297510865052809,True,4631.366,3833.243,3.9187254187151623,True,4625.487,3826.364,9.04893816975216,,,,,,,,,,,,,,,,,,,,,,,,
M03070,POS,9.0,17.0,3070.0,9.0,353.0,9353.0,8.0,B08,F21,,-288.40471686087307,-237.6729076345463,4814.425751354892,1543.5319240087035,True,4830.373,1550.5829999999999,17.436525226773984,True,4830.3640000000005,1550.59,0.011401754250322926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4829.487,1550.746,16.69982344691031,True,4820.719,1557.039,10.792574901292053,True,4829.635,1562.122,10.263135242215403
M03071,POS,3.0,23.0,3071.0,3.0,178.0,3178.0,2.0,,,,268.0097641770656,17.317174807771757,1314.5786656262574,3147.419542570884,True,1317.9979999999998,3132.095,15.701383778708774,True,1318.046,3132.092,0.04809365862585433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1323.165,3124.027,24.918591170215304,True,1327.795,3136.2509999999997,13.071460362178122,True,1317.9479999999999,3132.028,10.71434263032519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03072,POS,7.0,13.0,3072.0,8.0,116.0,7116.0,5.0,B13,F13,,-203.0480943064701,-48.65256685305337,4277.532595487697,2732.469867524294,True,4275.151,2734.7740000000003,3.3137627453734435,True,4275.141,2734.722,0.05295280917966831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4271.262,2734.1440000000002,6.490230143573139,True,4284.6140000000005,2728.906,7.927637832140667,True,4276.282,2723.048,9.504502970655379,,,,,,,,,,,,
M03073,POS,7.0,13.0,3073.0,8.0,132.0,7132.0,5.0,B12,F16,,-191.96965081763673,-84.75053884465844,4207.849185942935,2505.413623697098,True,4207.282999999999,2498.342,7.094253183763257,True,4207.249,2498.327,0.037161808351753166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4203.416,2497.7960000000003,8.813701174604278,True,4197.943,2490.117,9.429781015484975,True,4193.427,2501.368,12.123500195900487,,,,,,,,,,,,
M03075,POS,3.0,14.0,3075.0,3.0,456.0,3456.0,2.0,B14,F17,,321.3965574141062,171.49398898063876,978.7757361652721,4117.1917037182175,True,988.959,4111.004,11.915810489938158,True,988.9810000000001,4111.003,0.022022715545716214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,995.91,4106.375,20.262874339189004,True,997.299,4117.495,11.206414279331172,True,988.9019999999999,4110.959,10.640907151178492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03076,POS,6.0,23.0,3076.0,2.0,242.0,6242.0,6.0,B19,F21,,261.76024747279183,-159.3360753647678,1353.8881256961395,2036.2705989856104,True,1356.838,2029.516,7.370642160964278,True,1356.859,2029.493,0.031144823004868757,,,,,,,,,,,,,,,,,True,1356.995,2029.193,7.729493860603128,True,1352.674,2039.9379999999999,3.8631504509106707,True,1362.8670000000002,2039.2920000000001,9.473597408286139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03077,POS,8.0,12.0,3077.0,4.0,217.0,8217.0,1.0,B15,F24,,134.2553323343293,219.60297537554996,2155.894041917069,4419.797228142209,True,2157.3320000000003,4429.361,9.671269595877332,True,2157.345,4429.33,0.033615472627689436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2157.274,4429.318,9.62025888834372,True,2151.222,4437.049,9.818098848554772,True,2157.28,4437.314,6.063793284735231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03078,POS,5.0,13.0,3078.0,1.0,174.0,5174.0,3.0,B16,F01,,165.2767971986432,-165.02434510258226,1960.7690279205344,2000.4913823347574,True,1950.96,2005.806,11.156262352308328,True,1950.98,2005.797,0.02193171219945069,,,,,True,1950.9660000000001,2005.78,11.138618999673648,True,1947.293,2016.289,11.13238563830781,True,1957.108,2015.533,9.844072378848155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03079,POS,7.0,12.0,3079.0,8.0,252.0,7252.0,5.0,B16,F10,,-253.88983610871824,-121.72045525074913,4597.327151423838,2272.8728495027876,True,4595.042,2264.5570000000002,8.624109808141064,True,4595.021,2264.545,0.024186773245536405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4591.11,2264.029,10.810487771367582,True,4604.479,2269.805,7.782071615457816,True,4605.477,2270.741,1.3682470537148859,,,,,,,,,,,,
M03080,POS,2.0,11.0,3080.0,7.0,99.0,2099.0,0.0,B18,F18,,-178.49053153575437,13.936517528796571,4123.065525659895,3126.1552082861303,True,4125.972,3117.638,8.999468322018666,True,4125.942,3117.595,0.05243090691562607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4121.608,3117.712,8.568088889141587,True,4125.325,3107.321,11.035804003333828,True,4117.691,3106.5409999999997,7.673744587878889,,,,,,,,,,,,,,,,,,,,,,,,
M03081,POS,7.0,13.0,3081.0,8.0,144.0,7144.0,5.0,B12,F03,,-202.38274697235238,-84.89142241759376,4273.347560756097,2504.527466023335,True,4275.389,2498.78,6.099249123944328,True,4275.376,2498.739,0.04301162633534846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4271.537,2498.217,6.565067530740242,True,4263.038,2497.778,8.5103303108641,True,4261.715,2497.223,1.4346964835805023,,,,,,,,,,,,
M03082,POS,2.0,22.0,3082.0,7.0,287.0,2287.0,0.0,B06,F24,,-291.82966141385316,61.11825199241517,4835.9686525931365,3422.928318062291,True,4839.379,3414.921,8.703310403874788,True,4839.387,3414.906,0.016999999999798628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4834.845,3414.9640000000004,8.043193230762961,True,4837.609,3425.433,2.994022582461649,True,4838.233,3426.011,0.8505645184227452,,,,,,,,,,,,,,,,,,,,,,,,
M03084,POS,2.0,16.0,3084.0,7.0,490.0,2490.0,0.0,B05,F04,,-376.05227314735157,98.58782250571751,5365.728880396842,3658.611916590963,True,5363.358,3662.973,4.9638817831115025,True,5363.389,3662.9590000000003,0.03401470270320722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5358.67,3662.99,8.306347379769543,True,5366.960999999999,3668.665,10.047203889639633,True,5369.289000000001,3658.423,3.565128478348898,,,,,,,,,,,,,,,,,,,,,,,,
M03085,POS,2.0,14.0,3085.0,7.0,385.0,2385.0,0.0,B17,F20,,-334.4743373650724,91.35814162744994,5104.203664326305,3613.13722386666,True,5098.933,3608.2790000000005,7.168140733772522,True,5098.964,3608.256,0.03860051813154999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5094.323,3608.3140000000003,10.995045065711823,True,5087.913,3599.92,10.561597227693058,True,5088.145,3597.8509999999997,2.081966618368826,,,,,,,,,,,,,,,,,,,,,,,,
M03086,POS,8.0,23.0,3086.0,4.0,284.0,8284.0,1.0,B02,F04,,177.0801273786651,240.77954426739336,1886.5260810881966,4552.997846471904,True,1885.915,4555.6179999999995,2.690469216910209,True,1885.9379999999999,4555.613,0.023537204591622528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1885.852,4555.644,2.7306617893322054,True,1875.986,4551.509,10.697484797839234,True,1871.0279999999998,4554.674,5.882090529735398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03087,POS,2.0,11.0,3087.0,7.0,58.0,2058.0,0.0,B01,F20,,-138.2694533256771,40.98648052811335,3870.074943718509,3296.299475551833,True,3878.103,3299.312,8.57467149280894,True,3878.0820000000003,3299.277,0.04081666326365381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3873.842,3299.375,4.863081703939797,True,3863.5679999999998,3295.4590000000003,6.560999596789833,True,3862.511,3298.6209999999996,3.3339905518755537,,,,,,,,,,,,,,,,,,,,,,,,
M03089,POS,3.0,13.0,3089.0,3.0,159.0,3159.0,2.0,B08,F13,,199.012364594076,97.71370194591661,1748.5723090032623,3653.1136982698154,True,1754.654,3659.01,8.470734293624242,True,1754.707,3658.995,0.05508175741587757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1750.338,3667.212,14.208440321558433,True,1749.3529999999998,3668.2290000000003,1.4158086028841683,True,1754.654,3658.958,8.43462080316839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03090,POS,4.0,11.0,3090.0,0.0,87.0,4087.0,9.0,B17,F03,,19.29555564100658,-171.12342544459307,2878.9910373180687,1962.1281669835093,True,2869.7090000000003,1965.01,9.719114070168668,True,2867.7470000000003,1963.865,2.271666568843217,True,2868.5009999999997,1965.411,1.7200674405381096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03091,POS,5.0,11.0,3091.0,1.0,39.0,5039.0,3.0,B17,F08,,48.748832399078196,-131.53191842540545,2693.729926509798,2211.1587461341996,True,2699.41,2207.9429999999998,6.527193734960981,True,2699.429,2207.951,0.020615528128405947,,,,,True,2699.382,2207.899,6.524712989708718,True,2689.66,2202.615,9.463609237537966,True,2687.55,2215.078,7.317926108611258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03092,POS,2.0,16.0,3092.0,7.0,487.0,2487.0,0.0,B04,F03,,-372.62868230890615,129.30152420154843,5344.1944940230205,3851.8011002577396,True,5341.649,3861.0209999999997,9.564836176253129,True,5341.686,3861.0190000000002,0.037054014626624096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5336.928000000001,3861.0040000000004,11.725838948778264,True,5346.526,3859.342,9.740834050530918,True,5343.687,3850.998,8.81375385406244,,,,,,,,,,,,,,,,,,,,,,,,
M03093,POS,2.0,11.0,3093.0,7.0,88.0,2088.0,0.0,B19,F07,,-169.02768764736194,18.299097401667616,4063.544237601907,3153.595835686489,True,4063.288,3142.512,11.086797158499529,True,4063.2729999999997,3142.4840000000004,0.03176476034850901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4058.935,3142.573,11.94771852037743,True,4069.405,3145.491,10.869021299086961,True,4069.173,3135.3979999999997,10.095666050340922,,,,,,,,,,,,,,,,,,,,,,,,
M03094,POS,8.0,22.0,3094.0,4.0,305.0,8305.0,1.0,B03,F10,,156.5322651726923,259.1617296035161,2015.7721343637656,4668.621792236116,True,2018.031,4672.052,4.107164382633165,True,2018.045,4672.053,0.014035668847756092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2017.955,4672.06,4.072612799357417,True,2007.1989999999998,4671.246,8.96577376511439,True,2006.5,4678.2390000000005,7.027848177074208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03095,POS,8.0,22.0,3095.0,4.0,366.0,8366.0,1.0,B03,F08,,162.2606416933735,286.183881180956,1979.740646048681,4838.591125658213,True,1983.07,4836.891,3.7383184704997174,True,1983.086,4836.875,0.022627416997756007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1983.006,4836.875,3.6888512713544057,True,1972.45,4839.7609999999995,7.383909925149146,True,1968.004,4838.82,4.544490840567387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03096,POS,2.0,14.0,3096.0,7.0,452.0,2452.0,0.0,B16,F05,,-359.63855118279605,87.03214086713734,5262.486569239787,3585.926679084294,True,5261.999,3590.785,4.882725251698309,True,5262.025,3590.763,0.03405877273168831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5257.318,3590.837,7.129190661056212,True,5264.781999999999,3583.171,3.586470352664907,True,5257.965999999999,3578.877,8.05582348366672,,,,,,,,,,,,,,,,,,,,,,,,
M03097,POS,6.0,22.0,3097.0,2.0,329.0,6329.0,6.0,B00,F11,,309.75741297992704,-27.582815396203053,1051.985954656259,2864.9986041878824,True,1044.942,2877.1490000000003,14.044551099645986,True,1044.984,2877.1609999999996,0.043680659335399774,,,,,,,,,,,,,,,,,True,1045.058,2876.808,13.691544294433799,True,1055.805,2879.1020000000003,10.98910574159713,True,1053.622,2868.75,4.092629338939711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03099,POS,8.0,22.0,3099.0,4.0,367.0,8367.0,1.0,B03,F07,,152.64717813503867,290.21602800607155,2040.209331830607,4863.95332918819,True,2042.983,4867.262,4.317468894482775,True,2043.005,4867.25,0.025059928172289577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2042.9270000000001,4867.263,4.282480725173237,True,2039.889,4856.446,7.514160233954872,True,2029.205,4860.996,11.612508600642714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03100,POS,10.0,12.0,3100.0,5.0,197.0,10197.0,7.0,B19,F19,,25.385403869411512,259.31068589549017,2840.685891961402,4669.558727312633,True,2840.395,4671.68,2.141124925682477,True,2840.3779999999997,4671.695,0.022671568097334203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2836.835,4670.639,3.9995447212727955,True,2827.093,4676.517,11.377936895588768,True,2835.62,4682.58,10.462776782479974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03101,POS,10.0,14.0,3101.0,5.0,493.0,10493.0,7.0,B02,F03,,-51.0597908885299,378.3150948457752,3321.526166988853,5418.096459609926,True,3318.0840000000003,5415.499,4.312227962938078,True,3318.052,5415.51,0.033837848631658944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,3314.368,5414.398,8.05716812078284,True,3323.897,5408.724,9.66767026260349,True,3315.0809999999997,5403.343000000001,10.328456661089213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03102,POS,5.0,22.0,3102.0,1.0,344.0,5344.0,3.0,B12,F09,,205.53794622416953,-255.935122067573,1707.526400549974,1428.6625952249656,True,1708.7679999999998,1437.987,9.406704715413944,True,1708.7679999999998,1437.954,0.03300000000012915,,,,,True,1708.7839999999999,1437.944,9.366217538298839,True,1719.08,1437.4460000000001,10.308036670481961,True,1713.965,1426.741,6.71923292396429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
